"accuracy","time","generation","sub_gens","number_parents","evolution_method","mutation","crossover","f_default","cr_default","f_jde","cr_jde","archive_size","f_cr_adapt","perc_of_best","degl_scalar_weight","degl_neighborhoodclamp_min","clamp_max","random_min","random_max","restart_count","restart_delta","hidden_layers","dataset","output"
0.8404,260.006,8000.0,50.0,100.0,"JADE","curr_p_best","bin",0.1,0.5,0.1,0.1,100.0,"","","","",1.0,-1.0,1.0,-1.0,0.001,"","JULY_MNIST_1_540x100_1s.gz","JADE_MNIST_1_8000_50_100_100_bin_1.0.json"
0.8502,263.408,8000.0,50.0,100.0,"JADE","curr_p_best","bin",0.1,0.5,0.1,0.1,100.0,"","","","",0.5,-0.5,0.5,-1.0,0.001,"","JULY_MNIST_1_540x100_1s.gz","JADE_MNIST_1_8000_50_100_100_bin_0.5.json"
0.8739,266.663,8000.0,50.0,100.0,"JADE","curr_p_best","bin",0.1,0.5,0.1,0.1,100.0,"","","","",0.25,-0.25,0.25,-1.0,0.001,"","JULY_MNIST_1_540x100_1s.gz","JADE_MNIST_1_8000_50_100_100_bin_0.25.json"
0.4334,265.23,8000.0,50.0,100.0,"JADE","curr_p_best","interm",0.1,0.5,0.1,0.1,100.0,"","","","",1.0,-1.0,1.0,-1.0,0.001,"","JULY_MNIST_1_540x100_1s.gz","JADE_MNIST_1_8000_50_100_100_interm_1.0.json"
0.4978,262.84,8000.0,50.0,100.0,"JADE","curr_p_best","interm",0.1,0.5,0.1,0.1,100.0,"","","","",0.5,-0.5,0.5,-1.0,0.001,"","JULY_MNIST_1_540x100_1s.gz","JADE_MNIST_1_8000_50_100_100_interm_0.5.json"
0.4441,262.189,8000.0,50.0,100.0,"JADE","curr_p_best","interm",0.1,0.5,0.1,0.1,100.0,"","","","",0.25,-0.25,0.25,-1.0,0.001,"","JULY_MNIST_1_540x100_1s.gz","JADE_MNIST_1_8000_50_100_100_interm_0.25.json"
0.8338,269.879,8000.0,50.0,100.0,"JADE","curr_p_best","bin",0.1,0.5,0.1,0.1,150.0,"","","","",1.0,-1.0,1.0,-1.0,0.001,"","JULY_MNIST_1_540x100_1s.gz","JADE_MNIST_1_8000_50_100_150_bin_1.0.json"
0.8563,266.86,8000.0,50.0,100.0,"JADE","curr_p_best","bin",0.1,0.5,0.1,0.1,150.0,"","","","",0.5,-0.5,0.5,-1.0,0.001,"","JULY_MNIST_1_540x100_1s.gz","JADE_MNIST_1_8000_50_100_150_bin_0.5.json"
0.875,269.413,8000.0,50.0,100.0,"JADE","curr_p_best","bin",0.1,0.5,0.1,0.1,150.0,"","","","",0.25,-0.25,0.25,-1.0,0.001,"","JULY_MNIST_1_540x100_1s.gz","JADE_MNIST_1_8000_50_100_150_bin_0.25.json"
0.4944,260.138,8000.0,50.0,100.0,"JADE","curr_p_best","interm",0.1,0.5,0.1,0.1,150.0,"","","","",1.0,-1.0,1.0,-1.0,0.001,"","JULY_MNIST_1_540x100_1s.gz","JADE_MNIST_1_8000_50_100_150_interm_1.0.json"
0.5811,262.883,8000.0,50.0,100.0,"JADE","curr_p_best","interm",0.1,0.5,0.1,0.1,150.0,"","","","",0.5,-0.5,0.5,-1.0,0.001,"","JULY_MNIST_1_540x100_1s.gz","JADE_MNIST_1_8000_50_100_150_interm_0.5.json"
0.454,264.227,8000.0,50.0,100.0,"JADE","curr_p_best","interm",0.1,0.5,0.1,0.1,150.0,"","","","",0.25,-0.25,0.25,-1.0,0.001,"","JULY_MNIST_1_540x100_1s.gz","JADE_MNIST_1_8000_50_100_150_interm_0.25.json"
0.8401,353.062,8000.0,50.0,150.0,"JADE","curr_p_best","bin",0.1,0.5,0.1,0.1,50.0,"","","","",1.0,-1.0,1.0,-1.0,0.001,"","JULY_MNIST_1_540x100_1s.gz","JADE_MNIST_1_8000_50_150_50_bin_1.0.json"
0.859,348.985,8000.0,50.0,150.0,"JADE","curr_p_best","bin",0.1,0.5,0.1,0.1,50.0,"","","","",0.5,-0.5,0.5,-1.0,0.001,"","JULY_MNIST_1_540x100_1s.gz","JADE_MNIST_1_8000_50_150_50_bin_0.5.json"
0.8771,350.552,8000.0,50.0,150.0,"JADE","curr_p_best","bin",0.1,0.5,0.1,0.1,50.0,"","","","",0.25,-0.25,0.25,-1.0,0.001,"","JULY_MNIST_1_540x100_1s.gz","JADE_MNIST_1_8000_50_150_50_bin_0.25.json"
0.5626,356.055,8000.0,50.0,150.0,"JADE","curr_p_best","interm",0.1,0.5,0.1,0.1,50.0,"","","","",1.0,-1.0,1.0,-1.0,0.001,"","JULY_MNIST_1_540x100_1s.gz","JADE_MNIST_1_8000_50_150_50_interm_1.0.json"
0.5621,335.703,8000.0,50.0,150.0,"JADE","curr_p_best","interm",0.1,0.5,0.1,0.1,50.0,"","","","",0.5,-0.5,0.5,-1.0,0.001,"","JULY_MNIST_1_540x100_1s.gz","JADE_MNIST_1_8000_50_150_50_interm_0.5.json"
0.484,344.423,8000.0,50.0,150.0,"JADE","curr_p_best","interm",0.1,0.5,0.1,0.1,50.0,"","","","",0.25,-0.25,0.25,-1.0,0.001,"","JULY_MNIST_1_540x100_1s.gz","JADE_MNIST_1_8000_50_150_50_interm_0.25.json"
0.8482,347.618,8000.0,50.0,150.0,"JADE","curr_p_best","bin",0.1,0.5,0.1,0.1,100.0,"","","","",1.0,-1.0,1.0,-1.0,0.001,"","JULY_MNIST_1_540x100_1s.gz","JADE_MNIST_1_8000_50_150_100_bin_1.0.json"
0.8599,345.385,8000.0,50.0,150.0,"JADE","curr_p_best","bin",0.1,0.5,0.1,0.1,100.0,"","","","",0.5,-0.5,0.5,-1.0,0.001,"","JULY_MNIST_1_540x100_1s.gz","JADE_MNIST_1_8000_50_150_100_bin_0.5.json"
0.8736,350.658,8000.0,50.0,150.0,"JADE","curr_p_best","bin",0.1,0.5,0.1,0.1,100.0,"","","","",0.25,-0.25,0.25,-1.0,0.001,"","JULY_MNIST_1_540x100_1s.gz","JADE_MNIST_1_8000_50_150_100_bin_0.25.json"
0.5549,348.931,8000.0,50.0,150.0,"JADE","curr_p_best","interm",0.1,0.5,0.1,0.1,100.0,"","","","",1.0,-1.0,1.0,-1.0,0.001,"","JULY_MNIST_1_540x100_1s.gz","JADE_MNIST_1_8000_50_150_100_interm_1.0.json"
0.5302,336.205,8000.0,50.0,150.0,"JADE","curr_p_best","interm",0.1,0.5,0.1,0.1,100.0,"","","","",0.5,-0.5,0.5,-1.0,0.001,"","JULY_MNIST_1_540x100_1s.gz","JADE_MNIST_1_8000_50_150_100_interm_0.5.json"
0.5262,343.783,8000.0,50.0,150.0,"JADE","curr_p_best","interm",0.1,0.5,0.1,0.1,100.0,"","","","",0.25,-0.25,0.25,-1.0,0.001,"","JULY_MNIST_1_540x100_1s.gz","JADE_MNIST_1_8000_50_150_100_interm_0.25.json"
0.8433,346.396,8000.0,50.0,150.0,"JADE","curr_p_best","bin",0.1,0.5,0.1,0.1,150.0,"","","","",1.0,-1.0,1.0,-1.0,0.001,"","JULY_MNIST_1_540x100_1s.gz","JADE_MNIST_1_8000_50_150_150_bin_1.0.json"
0.8621,347.356,8000.0,50.0,150.0,"JADE","curr_p_best","bin",0.1,0.5,0.1,0.1,150.0,"","","","",0.5,-0.5,0.5,-1.0,0.001,"","JULY_MNIST_1_540x100_1s.gz","JADE_MNIST_1_8000_50_150_150_bin_0.5.json"
0.8789,368.676,8000.0,50.0,150.0,"JADE","curr_p_best","bin",0.1,0.5,0.1,0.1,150.0,"","","","",0.25,-0.25,0.25,-1.0,0.001,"","JULY_MNIST_1_540x100_1s.gz","JADE_MNIST_1_8000_50_150_150_bin_0.25.json"
0.5311,348.82,8000.0,50.0,150.0,"JADE","curr_p_best","interm",0.1,0.5,0.1,0.1,150.0,"","","","",1.0,-1.0,1.0,-1.0,0.001,"","JULY_MNIST_1_540x100_1s.gz","JADE_MNIST_1_8000_50_150_150_interm_1.0.json"
0.548,341.309,8000.0,50.0,150.0,"JADE","curr_p_best","interm",0.1,0.5,0.1,0.1,150.0,"","","","",0.5,-0.5,0.5,-1.0,0.001,"","JULY_MNIST_1_540x100_1s.gz","JADE_MNIST_1_8000_50_150_150_interm_0.5.json"
0.5435,342.455,8000.0,50.0,150.0,"JADE","curr_p_best","interm",0.1,0.5,0.1,0.1,150.0,"","","","",0.25,-0.25,0.25,-1.0,0.001,"","JULY_MNIST_1_540x100_1s.gz","JADE_MNIST_1_8000_50_150_150_interm_0.25.json"
0.7997,94.7752,8000.0,100.0,50.0,"JADE","curr_p_best","bin",0.1,0.5,0.1,0.1,50.0,"","","","",1.0,-1.0,1.0,-1.0,0.001,"","JULY_MNIST_1_540x100_1s.gz","JADE_MNIST_1_8000_100_50_50_bin_1.0.json"
0.838,93.1848,8000.0,100.0,50.0,"JADE","curr_p_best","bin",0.1,0.5,0.1,0.1,50.0,"","","","",0.5,-0.5,0.5,-1.0,0.001,"","JULY_MNIST_1_540x100_1s.gz","JADE_MNIST_1_8000_100_50_50_bin_0.5.json"
0.8589,94.1809,8000.0,100.0,50.0,"JADE","curr_p_best","bin",0.1,0.5,0.1,0.1,50.0,"","","","",0.25,-0.25,0.25,-1.0,0.001,"","JULY_MNIST_1_540x100_1s.gz","JADE_MNIST_1_8000_100_50_50_bin_0.25.json"
0.3761,91.7118,8000.0,100.0,50.0,"JADE","curr_p_best","interm",0.1,0.5,0.1,0.1,50.0,"","","","",1.0,-1.0,1.0,-1.0,0.001,"","JULY_MNIST_1_540x100_1s.gz","JADE_MNIST_1_8000_100_50_50_interm_1.0.json"
0.3949,92.559,8000.0,100.0,50.0,"JADE","curr_p_best","interm",0.1,0.5,0.1,0.1,50.0,"","","","",0.5,-0.5,0.5,-1.0,0.001,"","JULY_MNIST_1_540x100_1s.gz","JADE_MNIST_1_8000_100_50_50_interm_0.5.json"
0.355,89.9862,8000.0,100.0,50.0,"JADE","curr_p_best","interm",0.1,0.5,0.1,0.1,50.0,"","","","",0.25,-0.25,0.25,-1.0,0.001,"","JULY_MNIST_1_540x100_1s.gz","JADE_MNIST_1_8000_100_50_50_interm_0.25.json"
0.8118,95.107,8000.0,100.0,50.0,"JADE","curr_p_best","bin",0.1,0.5,0.1,0.1,100.0,"","","","",1.0,-1.0,1.0,-1.0,0.001,"","JULY_MNIST_1_540x100_1s.gz","JADE_MNIST_1_8000_100_50_100_bin_1.0.json"
0.8315,92.4477,8000.0,100.0,50.0,"JADE","curr_p_best","bin",0.1,0.5,0.1,0.1,100.0,"","","","",0.5,-0.5,0.5,-1.0,0.001,"","JULY_MNIST_1_540x100_1s.gz","JADE_MNIST_1_8000_100_50_100_bin_0.5.json"
0.8623,93.5634,8000.0,100.0,50.0,"JADE","curr_p_best","bin",0.1,0.5,0.1,0.1,100.0,"","","","",0.25,-0.25,0.25,-1.0,0.001,"","JULY_MNIST_1_540x100_1s.gz","JADE_MNIST_1_8000_100_50_100_bin_0.25.json"
0.3607,89.5556,8000.0,100.0,50.0,"JADE","curr_p_best","interm",0.1,0.5,0.1,0.1,100.0,"","","","",1.0,-1.0,1.0,-1.0,0.001,"","JULY_MNIST_1_540x100_1s.gz","JADE_MNIST_1_8000_100_50_100_interm_1.0.json"
0.4034,91.8807,8000.0,100.0,50.0,"JADE","curr_p_best","interm",0.1,0.5,0.1,0.1,100.0,"","","","",0.5,-0.5,0.5,-1.0,0.001,"","JULY_MNIST_1_540x100_1s.gz","JADE_MNIST_1_8000_100_50_100_interm_0.5.json"
0.3966,90.8975,8000.0,100.0,50.0,"JADE","curr_p_best","interm",0.1,0.5,0.1,0.1,100.0,"","","","",0.25,-0.25,0.25,-1.0,0.001,"","JULY_MNIST_1_540x100_1s.gz","JADE_MNIST_1_8000_100_50_100_interm_0.25.json"
0.8211,95.1125,8000.0,100.0,50.0,"JADE","curr_p_best","bin",0.1,0.5,0.1,0.1,150.0,"","","","",1.0,-1.0,1.0,-1.0,0.001,"","JULY_MNIST_1_540x100_1s.gz","JADE_MNIST_1_8000_100_50_150_bin_1.0.json"
0.8413,93.1749,8000.0,100.0,50.0,"JADE","curr_p_best","bin",0.1,0.5,0.1,0.1,150.0,"","","","",0.5,-0.5,0.5,-1.0,0.001,"","JULY_MNIST_1_540x100_1s.gz","JADE_MNIST_1_8000_100_50_150_bin_0.5.json"
0.8618,93.0807,8000.0,100.0,50.0,"JADE","curr_p_best","bin",0.1,0.5,0.1,0.1,150.0,"","","","",0.25,-0.25,0.25,-1.0,0.001,"","JULY_MNIST_1_540x100_1s.gz","JADE_MNIST_1_8000_100_50_150_bin_0.25.json"
0.3466,90.2818,8000.0,100.0,50.0,"JADE","curr_p_best","interm",0.1,0.5,0.1,0.1,150.0,"","","","",1.0,-1.0,1.0,-1.0,0.001,"","JULY_MNIST_1_540x100_1s.gz","JADE_MNIST_1_8000_100_50_150_interm_1.0.json"
0.3837,91.4861,8000.0,100.0,50.0,"JADE","curr_p_best","interm",0.1,0.5,0.1,0.1,150.0,"","","","",0.5,-0.5,0.5,-1.0,0.001,"","JULY_MNIST_1_540x100_1s.gz","JADE_MNIST_1_8000_100_50_150_interm_0.5.json"
0.3765,89.648,8000.0,100.0,50.0,"JADE","curr_p_best","interm",0.1,0.5,0.1,0.1,150.0,"","","","",0.25,-0.25,0.25,-1.0,0.001,"","JULY_MNIST_1_540x100_1s.gz","JADE_MNIST_1_8000_100_50_150_interm_0.25.json"
0.8311,146.446,8000.0,100.0,100.0,"JADE","curr_p_best","bin",0.1,0.5,0.1,0.1,50.0,"","","","",1.0,-1.0,1.0,-1.0,0.001,"","JULY_MNIST_1_540x100_1s.gz","JADE_MNIST_1_8000_100_100_50_bin_1.0.json"
0.8548,148.665,8000.0,100.0,100.0,"JADE","curr_p_best","bin",0.1,0.5,0.1,0.1,50.0,"","","","",0.5,-0.5,0.5,-1.0,0.001,"","JULY_MNIST_1_540x100_1s.gz","JADE_MNIST_1_8000_100_100_50_bin_0.5.json"
0.8699,149.09,8000.0,100.0,100.0,"JADE","curr_p_best","bin",0.1,0.5,0.1,0.1,50.0,"","","","",0.25,-0.25,0.25,-1.0,0.001,"","JULY_MNIST_1_540x100_1s.gz","JADE_MNIST_1_8000_100_100_50_bin_0.25.json"
0.4387,151.065,8000.0,100.0,100.0,"JADE","curr_p_best","interm",0.1,0.5,0.1,0.1,50.0,"","","","",1.0,-1.0,1.0,-1.0,0.001,"","JULY_MNIST_1_540x100_1s.gz","JADE_MNIST_1_8000_100_100_50_interm_1.0.json"
0.7567,143.993,8000.0,100.0,100.0,"JADE","curr_p_best","interm",0.1,0.5,0.1,0.1,50.0,"","","","",0.5,-0.5,0.5,-1.0,0.001,"","JULY_MNIST_1_540x100_1s.gz","JADE_MNIST_1_8000_100_100_50_interm_0.5.json"
0.4551,144.313,8000.0,100.0,100.0,"JADE","curr_p_best","interm",0.1,0.5,0.1,0.1,50.0,"","","","",0.25,-0.25,0.25,-1.0,0.001,"","JULY_MNIST_1_540x100_1s.gz","JADE_MNIST_1_8000_100_100_50_interm_0.25.json"
0.8253,146.485,8000.0,100.0,100.0,"JADE","curr_p_best","bin",0.1,0.5,0.1,0.1,100.0,"","","","",1.0,-1.0,1.0,-1.0,0.001,"","JULY_MNIST_1_540x100_1s.gz","JADE_MNIST_1_8000_100_100_100_bin_1.0.json"
0.8446,153.844,8000.0,100.0,100.0,"JADE","curr_p_best","bin",0.1,0.5,0.1,0.1,100.0,"","","","",0.5,-0.5,0.5,-1.0,0.001,"","JULY_MNIST_1_540x100_1s.gz","JADE_MNIST_1_8000_100_100_100_bin_0.5.json"
0.8733,152.194,8000.0,100.0,100.0,"JADE","curr_p_best","bin",0.1,0.5,0.1,0.1,100.0,"","","","",0.25,-0.25,0.25,-1.0,0.001,"","JULY_MNIST_1_540x100_1s.gz","JADE_MNIST_1_8000_100_100_100_bin_0.25.json"
0.4652,158.702,8000.0,100.0,100.0,"JADE","curr_p_best","interm",0.1,0.5,0.1,0.1,100.0,"","","","",1.0,-1.0,1.0,-1.0,0.001,"","JULY_MNIST_1_540x100_1s.gz","JADE_MNIST_1_8000_100_100_100_interm_1.0.json"
0.4789,142.844,8000.0,100.0,100.0,"JADE","curr_p_best","interm",0.1,0.5,0.1,0.1,100.0,"","","","",0.5,-0.5,0.5,-1.0,0.001,"","JULY_MNIST_1_540x100_1s.gz","JADE_MNIST_1_8000_100_100_100_interm_0.5.json"
0.4564,143.858,8000.0,100.0,100.0,"JADE","curr_p_best","interm",0.1,0.5,0.1,0.1,100.0,"","","","",0.25,-0.25,0.25,-1.0,0.001,"","JULY_MNIST_1_540x100_1s.gz","JADE_MNIST_1_8000_100_100_100_interm_0.25.json"
0.8321,148.143,8000.0,100.0,100.0,"JADE","curr_p_best","bin",0.1,0.5,0.1,0.1,150.0,"","","","",1.0,-1.0,1.0,-1.0,0.001,"","JULY_MNIST_1_540x100_1s.gz","JADE_MNIST_1_8000_100_100_150_bin_1.0.json"
0.8462,149.995,8000.0,100.0,100.0,"JADE","curr_p_best","bin",0.1,0.5,0.1,0.1,150.0,"","","","",0.5,-0.5,0.5,-1.0,0.001,"","JULY_MNIST_1_540x100_1s.gz","JADE_MNIST_1_8000_100_100_150_bin_0.5.json"
0.8674,151.533,8000.0,100.0,100.0,"JADE","curr_p_best","bin",0.1,0.5,0.1,0.1,150.0,"","","","",0.25,-0.25,0.25,-1.0,0.001,"","JULY_MNIST_1_540x100_1s.gz","JADE_MNIST_1_8000_100_100_150_bin_0.25.json"
0.4634,146.136,8000.0,100.0,100.0,"JADE","curr_p_best","interm",0.1,0.5,0.1,0.1,150.0,"","","","",1.0,-1.0,1.0,-1.0,0.001,"","JULY_MNIST_1_540x100_1s.gz","JADE_MNIST_1_8000_100_100_150_interm_1.0.json"
0.553,145.144,8000.0,100.0,100.0,"JADE","curr_p_best","interm",0.1,0.5,0.1,0.1,150.0,"","","","",0.5,-0.5,0.5,-1.0,0.001,"","JULY_MNIST_1_540x100_1s.gz","JADE_MNIST_1_8000_100_100_150_interm_0.5.json"
0.4926,161.699,8000.0,100.0,100.0,"JADE","curr_p_best","interm",0.1,0.5,0.1,0.1,150.0,"","","","",0.25,-0.25,0.25,-1.0,0.001,"","JULY_MNIST_1_540x100_1s.gz","JADE_MNIST_1_8000_100_100_150_interm_0.25.json"
0.8386,196.016,8000.0,100.0,150.0,"JADE","curr_p_best","bin",0.1,0.5,0.1,0.1,50.0,"","","","",1.0,-1.0,1.0,-1.0,0.001,"","JULY_MNIST_1_540x100_1s.gz","JADE_MNIST_1_8000_100_150_50_bin_1.0.json"
0.8596,207.563,8000.0,100.0,150.0,"JADE","curr_p_best","bin",0.1,0.5,0.1,0.1,50.0,"","","","",0.5,-0.5,0.5,-1.0,0.001,"","JULY_MNIST_1_540x100_1s.gz","JADE_MNIST_1_8000_100_150_50_bin_0.5.json"
0.8756,202.066,8000.0,100.0,150.0,"JADE","curr_p_best","bin",0.1,0.5,0.1,0.1,50.0,"","","","",0.25,-0.25,0.25,-1.0,0.001,"","JULY_MNIST_1_540x100_1s.gz","JADE_MNIST_1_8000_100_150_50_bin_0.25.json"
0.5308,190.991,8000.0,100.0,150.0,"JADE","curr_p_best","interm",0.1,0.5,0.1,0.1,50.0,"","","","",1.0,-1.0,1.0,-1.0,0.001,"","JULY_MNIST_1_540x100_1s.gz","JADE_MNIST_1_8000_100_150_50_interm_1.0.json"
0.5376,190.043,8000.0,100.0,150.0,"JADE","curr_p_best","interm",0.1,0.5,0.1,0.1,50.0,"","","","",0.5,-0.5,0.5,-1.0,0.001,"","JULY_MNIST_1_540x100_1s.gz","JADE_MNIST_1_8000_100_150_50_interm_0.5.json"
0.5428,190.835,8000.0,100.0,150.0,"JADE","curr_p_best","interm",0.1,0.5,0.1,0.1,50.0,"","","","",0.25,-0.25,0.25,-1.0,0.001,"","JULY_MNIST_1_540x100_1s.gz","JADE_MNIST_1_8000_100_150_50_interm_0.25.json"
0.8465,193.721,8000.0,100.0,150.0,"JADE","curr_p_best","bin",0.1,0.5,0.1,0.1,100.0,"","","","",1.0,-1.0,1.0,-1.0,0.001,"","JULY_MNIST_1_540x100_1s.gz","JADE_MNIST_1_8000_100_150_100_bin_1.0.json"
0.864,195.177,8000.0,100.0,150.0,"JADE","curr_p_best","bin",0.1,0.5,0.1,0.1,100.0,"","","","",0.5,-0.5,0.5,-1.0,0.001,"","JULY_MNIST_1_540x100_1s.gz","JADE_MNIST_1_8000_100_150_100_bin_0.5.json"
0.8653,194.21,8000.0,100.0,150.0,"JADE","curr_p_best","bin",0.1,0.5,0.1,0.1,100.0,"","","","",0.25,-0.25,0.25,-1.0,0.001,"","JULY_MNIST_1_540x100_1s.gz","JADE_MNIST_1_8000_100_150_100_bin_0.25.json"
0.5127,193.684,8000.0,100.0,150.0,"JADE","curr_p_best","interm",0.1,0.5,0.1,0.1,100.0,"","","","",1.0,-1.0,1.0,-1.0,0.001,"","JULY_MNIST_1_540x100_1s.gz","JADE_MNIST_1_8000_100_150_100_interm_1.0.json"
0.5506,186.161,8000.0,100.0,150.0,"JADE","curr_p_best","interm",0.1,0.5,0.1,0.1,100.0,"","","","",0.5,-0.5,0.5,-1.0,0.001,"","JULY_MNIST_1_540x100_1s.gz","JADE_MNIST_1_8000_100_150_100_interm_0.5.json"
0.5261,190.751,8000.0,100.0,150.0,"JADE","curr_p_best","interm",0.1,0.5,0.1,0.1,100.0,"","","","",0.25,-0.25,0.25,-1.0,0.001,"","JULY_MNIST_1_540x100_1s.gz","JADE_MNIST_1_8000_100_150_100_interm_0.25.json"
0.8395,195.145,8000.0,100.0,150.0,"JADE","curr_p_best","bin",0.1,0.5,0.1,0.1,150.0,"","","","",1.0,-1.0,1.0,-1.0,0.001,"","JULY_MNIST_1_540x100_1s.gz","JADE_MNIST_1_8000_100_150_150_bin_1.0.json"
0.8528,195.942,8000.0,100.0,150.0,"JADE","curr_p_best","bin",0.1,0.5,0.1,0.1,150.0,"","","","",0.5,-0.5,0.5,-1.0,0.001,"","JULY_MNIST_1_540x100_1s.gz","JADE_MNIST_1_8000_100_150_150_bin_0.5.json"
0.8755,194.148,8000.0,100.0,150.0,"JADE","curr_p_best","bin",0.1,0.5,0.1,0.1,150.0,"","","","",0.25,-0.25,0.25,-1.0,0.001,"","JULY_MNIST_1_540x100_1s.gz","JADE_MNIST_1_8000_100_150_150_bin_0.25.json"
0.5224,195.345,8000.0,100.0,150.0,"JADE","curr_p_best","interm",0.1,0.5,0.1,0.1,150.0,"","","","",1.0,-1.0,1.0,-1.0,0.001,"","JULY_MNIST_1_540x100_1s.gz","JADE_MNIST_1_8000_100_150_150_interm_1.0.json"
0.5091,187.719,8000.0,100.0,150.0,"JADE","curr_p_best","interm",0.1,0.5,0.1,0.1,150.0,"","","","",0.5,-0.5,0.5,-1.0,0.001,"","JULY_MNIST_1_540x100_1s.gz","JADE_MNIST_1_8000_100_150_150_interm_0.5.json"
0.5537,188.527,8000.0,100.0,150.0,"JADE","curr_p_best","interm",0.1,0.5,0.1,0.1,150.0,"","","","",0.25,-0.25,0.25,-1.0,0.001,"","JULY_MNIST_1_540x100_1s.gz","JADE_MNIST_1_8000_100_150_150_interm_0.25.json"
